"Pr" "Mp" "Q_2" "Q_9"
1.01 3049.491 2614.807 3393.425
1.011 3083.151 2654.051 3424.115
1.012 3114.461 2690.631 3452.987
1.013 3143.771 2724.69 3480.017
1.014 3171.357 2756.791 3505.582
1.015 3197.44 2787.033 3529.722
1.016 3222.201 2815.764 3552.705
1.017 3245.788 2843.109 3574.522
1.018 3268.326 2869.033 3595.324
1.019 3289.92 2894.03 3615.394
1.02 3310.659 2917.892 3634.723
1.021 3330.622 2940.812 3653.43
1.022 3349.874 2962.889 3671.562
1.024 3368.474 2984.046 3688.994
1.025 3386.473 3004.676 3705.909
1.026 3403.917 3024.453 3722.393
1.027 3420.846 3043.783 3738.357
1.028 3437.296 3062.456 3753.811
1.029 3453.298 3080.891 3768.98
1.03 3468.883 3098.617 3783.718
1.031 3484.075 3115.768 3797.997
1.032 3498.899 3132.564 3811.773
1.033 3513.377 3148.836 3825.377
1.034 3527.527 3164.812 3838.681
1.035 3541.368 3180.436 3851.712
1.036 3554.917 3195.61 3864.601
1.037 3568.188 3210.611 3877.169
1.038 3581.196 3225.182 3889.454
1.04 3593.953 3239.457 3901.44
1.041 3606.472 3253.508 3913.327
1.042 3618.763 3267.291 3925.008
1.043 3630.838 3280.853 3936.453
1.044 3642.705 3294.173 3947.74
1.045 3654.373 3307.2 3958.899
1.046 3665.852 3319.929 3969.742
1.047 3677.149 3332.435 3980.373
1.048 3688.27 3344.695 3990.929
1.049 3699.224 3356.994 4001.426
1.05 3710.017 3368.968 4011.77
1.052 3720.654 3380.807 4021.969
1.053 3731.142 3392.498 4031.929
1.054 3741.486 3403.873 4041.871
1.055 3751.691 3415.185 4051.567
1.056 3761.762 3426.335 4061.255
1.057 3771.704 3437.377 4070.754
1.058 3781.521 3448.26 4080.15
1.059 3791.217 3458.95 4089.475
1.06 3800.797 3469.498 4098.715
1.062 3810.263 3479.931 4107.799
1.063 3819.619 3490.238 4116.799
1.064 3828.87 3500.374 4125.753
1.065 3838.018 3510.372 4134.507
1.066 3847.066 3520.261 4143.234
1.067 3856.017 3530.085 4151.895
1.068 3864.874 3539.777 4160.434
1.07 3873.639 3549.39 4168.898
1.071 3882.316 3558.857 4177.285
1.072 3890.907 3568.341 4185.65
1.073 3899.414 3577.756 4193.81
1.074 3907.839 3587.044 4202.003
1.075 3916.184 3596.175 4210.038
1.076 3924.453 3605.26 4218.036
1.078 3932.646 3614.243 4225.961
1.079 3940.765 3623.12 4233.827
1.08 3948.813 3631.809 4241.643
1.081 3956.791 3640.554 4249.39
1.082 3964.701 3649.139 4257.094
1.083 3972.545 3657.65 4264.683
1.085 3980.324 3666.142 4272.184
1.086 3988.039 3674.57 4279.664
1.087 3995.693 3682.913 4287.109
1.088 4003.286 3691.147 4294.466
1.089 4010.82 3699.328 4301.751
1.091 4018.297 3707.427 4309.076
1.092 4025.717 3715.499 4316.33
1.093 4033.083 3723.459 4323.555
1.094 4040.394 3731.393 4330.689
1.095 4047.652 3739.255 4337.739
1.096 4054.859 3747.097 4344.801
1.098 4062.015 3754.801 4351.752
1.099 4069.122 3762.502 4358.747
