"Pr" "Mp" "Q_2" "Q_9"
1.01 3109.351 2686.792 3406.625
1.011 3139.749 2722.013 3435.042
1.012 3168.029 2754.912 3461.511
1.013 3194.506 2785.527 3486.507
1.014 3219.43 2814.369 3509.94
1.015 3243 2841.623 3532.002
1.016 3265.378 2867.298 3553.229
1.017 3286.698 2891.992 3573.249
1.018 3307.072 2915.154 3592.457
1.019 3326.595 2937.552 3610.807
1.02 3345.348 2958.859 3628.454
1.021 3363.4 2979.311 3645.504
1.022 3380.811 2999.158 3662.002
1.024 3397.635 3018.193 3677.948
1.025 3413.917 3036.726 3693.47
1.026 3429.698 3054.753 3708.627
1.027 3445.014 3072.204 3723.316
1.028 3459.898 3089.242 3737.553
1.029 3474.379 3105.716 3751.244
1.03 3488.483 3121.673 3764.644
1.031 3502.233 3137.131 3777.996
1.032 3515.651 3152.289 3790.897
1.033 3528.756 3166.969 3803.485
1.034 3541.566 3181.367 3815.848
1.035 3554.097 3195.248 3827.945
1.036 3566.364 3208.939 3839.763
1.037 3578.381 3222.373 3851.405
1.038 3590.16 3235.612 3862.874
1.04 3601.713 3248.563 3873.966
1.041 3613.051 3261.424 3884.854
1.042 3624.184 3273.847 3895.619
1.043 3635.121 3286.075 3906.124
1.044 3645.87 3298.111 3916.681
1.045 3656.441 3310.001 3926.977
1.046 3666.84 3321.648 3936.859
1.047 3677.075 3332.965 3946.821
1.048 3687.153 3344.161 3956.419
1.049 3697.078 3355.202 3965.916
1.05 3706.858 3365.933 3975.41
1.052 3716.498 3376.525 3984.717
1.053 3726.004 3387.116 3993.849
1.054 3735.379 3397.658 4002.842
1.055 3744.629 3408.058 4011.738
1.056 3753.758 3418.311 4020.596
1.057 3762.77 3428.364 4029.303
1.058 3771.67 3438.224 4037.947
1.059 3780.46 3447.874 4046.371
1.06 3789.145 3457.408 4054.752
1.062 3797.728 3466.877 4063.116
1.063 3806.212 3476.254 4071.323
1.064 3814.6 3485.377 4079.501
1.065 3822.896 3494.432 4087.654
1.066 3831.101 3503.415 4095.629
1.067 3839.219 3512.301 4103.625
1.068 3847.252 3521.239 4111.457
1.07 3855.203 3529.933 4119.176
1.071 3863.073 3538.675 4126.875
1.072 3870.866 3547.318 4134.547
1.073 3878.582 3555.617 4142.075
1.074 3886.226 3564.047 4149.613
1.075 3893.797 3572.294 4157.068
1.076 3901.299 3580.552 4164.342
1.078 3908.732 3588.755 4171.573
1.079 3916.099 3596.782 4178.846
1.08 3923.402 3604.859 4186.071
1.081 3930.642 3612.75 4193.203
1.082 3937.82 3620.77 4200.196
1.083 3944.938 3628.556 4207.298
1.085 3951.997 3636.292 4214.364
1.086 3959 3643.919 4221.236
1.087 3965.947 3651.579 4228.168
1.088 3972.839 3659.084 4234.909
1.089 3979.678 3666.513 4241.552
1.091 3986.465 3673.889 4248.246
1.092 3993.201 3681.176 4254.883
1.093 3999.887 3688.433 4261.467
1.094 4006.525 3695.629 4268.003
1.095 4013.115 3702.705 4274.493
1.096 4019.658 3709.795 4280.994
1.098 4026.156 3717.028 4287.392
1.099 4032.609 3724.051 4293.755
1.1 4039.018 3730.966 4300.158
1.101 4045.384 3737.925 4306.482
