Pos;Ech;Form;prior;lkh;H;post
  0.600000E+04;  0.100000E+04;  0.100000E-01;  0.284479E+00; -0.465505E+03;  0.000000E+00; -0.465221E+03
  0.597360E+04;  0.101662E+04;  0.145515E-01;  0.283858E+00; -0.462808E+03;  0.000000E+00; -0.462524E+03
  0.597360E+04;  0.100280E+04;  0.152703E-01;  0.283739E+00; -0.463875E+03;  0.000000E+00; -0.463592E+03
  0.586290E+04;  0.101647E+04;  0.195195E-01;  0.282918E+00; -0.459079E+03;  0.000000E+00; -0.458796E+03
  0.582259E+04;  0.103550E+04;  0.170197E-01;  0.283425E+00; -0.457039E+03;  0.000000E+00; -0.456756E+03
  0.575268E+04;  0.103985E+04;  0.244356E-01;  0.281717E+00; -0.455277E+03;  0.000000E+00; -0.454996E+03
  0.581892E+04;  0.102041E+04;  0.216144E-01;  0.282439E+00; -0.457669E+03;  0.000000E+00; -0.457387E+03
  0.576702E+04;  0.101899E+04;  0.284948E-01;  0.280523E+00; -0.456496E+03;  0.000000E+00; -0.456215E+03
  0.568806E+04;  0.101191E+04;  0.349893E-01;  0.278233E+00; -0.455467E+03;  0.000000E+00; -0.455189E+03
  0.564681E+04;  0.101969E+04;  0.337046E-01;  0.278723E+00; -0.454597E+03;  0.000000E+00; -0.454318E+03
  0.558563E+04;  0.102753E+04;  0.314001E-01;  0.279557E+00; -0.453700E+03;  0.000000E+00; -0.453420E+03
  0.558930E+04;  0.103897E+04;  0.338191E-01;  0.278680E+00; -0.453304E+03;  0.000000E+00; -0.453026E+03
  0.565583E+04;  0.106206E+04;  0.325037E-01;  0.279165E+00; -0.453036E+03;  0.000000E+00; -0.452757E+03
  0.561261E+04;  0.106054E+04;  0.379057E-01;  0.277052E+00; -0.452728E+03;  0.000000E+00; -0.452451E+03
  0.535073E+04;  0.105315E+04;  0.361838E-01;  0.277761E+00; -0.452653E+03;  0.000000E+00; -0.452375E+03
  0.538970E+04;  0.104151E+04;  0.356888E-01;  0.277958E+00; -0.452833E+03;  0.000000E+00; -0.452555E+03
  0.544169E+04;  0.107270E+04;  0.331781E-01;  0.278919E+00; -0.451838E+03;  0.000000E+00; -0.451559E+03
  0.552748E+04;  0.106154E+04;  0.383820E-01;  0.276850E+00; -0.452280E+03;  0.000000E+00; -0.452004E+03
  0.550328E+04;  0.106142E+04;  0.393107E-01;  0.276449E+00; -0.452238E+03;  0.000000E+00; -0.451961E+03
  0.554171E+04;  0.106416E+04;  0.430939E-01;  0.274717E+00; -0.452285E+03;  0.000000E+00; -0.452010E+03
  0.550517E+04;  0.106991E+04;  0.425093E-01;  0.274995E+00; -0.452030E+03;  0.000000E+00; -0.451755E+03
  0.538029E+04;  0.106169E+04;  0.374083E-01;  0.277260E+00; -0.452324E+03;  0.000000E+00; -0.452047E+03
  0.532334E+04;  0.104651E+04;  0.308538E-01;  0.279746E+00; -0.452868E+03;  0.000000E+00; -0.452588E+03
  0.539261E+04;  0.104801E+04;  0.298292E-01;  0.280091E+00; -0.452542E+03;  0.000000E+00; -0.452262E+03
  0.530576E+04;  0.103591E+04;  0.296889E-01;  0.280137E+00; -0.453241E+03;  0.000000E+00; -0.452961E+03
  0.531840E+04;  0.105961E+04;  0.243907E-01;  0.281729E+00; -0.452436E+03;  0.000000E+00; -0.452154E+03
  0.529897E+04;  0.106649E+04;  0.163939E-01;  0.283541E+00; -0.452255E+03;  0.000000E+00; -0.451972E+03
  0.541794E+04;  0.108166E+04;  0.192144E-01;  0.282983E+00; -0.451507E+03;  0.000000E+00; -0.451224E+03
  0.540983E+04;  0.110295E+04;  0.147610E-01;  0.283824E+00; -0.451025E+03;  0.000000E+00; -0.450741E+03
  0.556523E+04;  0.111362E+04;  0.644538E-02;  0.284803E+00; -0.450997E+03;  0.000000E+00; -0.450712E+03
  0.547811E+04;  0.112696E+04;  0.128893E-01;  0.284111E+00; -0.450501E+03;  0.000000E+00; -0.450216E+03
  0.531643E+04;  0.110553E+04;  0.163587E-01;  0.283548E+00; -0.451344E+03;  0.000000E+00; -0.451060E+03
  0.537541E+04;  0.111515E+04;  0.255343E-01;  0.281412E+00; -0.450983E+03;  0.000000E+00; -0.450701E+03
  0.533174E+04;  0.109347E+04;  0.213391E-01;  0.282505E+00; -0.451555E+03;  0.000000E+00; -0.451272E+03
  0.542086E+04;  0.108175E+04;  0.230875E-01;  0.282073E+00; -0.451535E+03;  0.000000E+00; -0.451253E+03
  0.536007E+04;  0.109548E+04;  0.259045E-01;  0.281306E+00; -0.451437E+03;  0.000000E+00; -0.451156E+03
  0.542116E+04;  0.109816E+04;  0.325222E-01;  0.279158E+00; -0.451258E+03;  0.000000E+00; -0.450979E+03
  0.546563E+04;  0.106039E+04;  0.274158E-01;  0.280859E+00; -0.452107E+03;  0.000000E+00; -0.451826E+03
  0.548705E+04;  0.106343E+04;  0.269125E-01;  0.281010E+00; -0.452043E+03;  0.000000E+00; -0.451762E+03
  0.553007E+04;  0.107974E+04;  0.356721E-01;  0.277965E+00; -0.451747E+03;  0.000000E+00; -0.451469E+03
  0.552769E+04;  0.107974E+04;  0.279297E-01;  0.280701E+00; -0.451696E+03;  0.000000E+00; -0.451415E+03
  0.567507E+04;  0.108348E+04;  0.226766E-01;  0.282177E+00; -0.452559E+03;  0.000000E+00; -0.452277E+03
  0.555869E+04;  0.111335E+04;  0.225046E-01;  0.282221E+00; -0.450956E+03;  0.000000E+00; -0.450673E+03
  0.548395E+04;  0.112031E+04;  0.219752E-01;  0.282351E+00; -0.450660E+03;  0.000000E+00; -0.450378E+03
  0.560704E+04;  0.113097E+04;  0.267895E-01;  0.281047E+00; -0.450771E+03;  0.000000E+00; -0.450490E+03
  0.560776E+04;  0.114419E+04;  0.230680E-01;  0.282078E+00; -0.450504E+03;  0.000000E+00; -0.450222E+03
  0.562429E+04;  0.115531E+04;  0.275075E-01;  0.280831E+00; -0.450358E+03;  0.000000E+00; -0.450077E+03
  0.548886E+04;  0.114262E+04;  0.289495E-01;  0.280378E+00; -0.450280E+03;  0.000000E+00; -0.449999E+03
  0.549743E+04;  0.114200E+04;  0.324806E-01;  0.279173E+00; -0.450308E+03;  0.000000E+00; -0.450028E+03
  0.546788E+04;  0.116193E+04;  0.368867E-01;  0.277475E+00; -0.450033E+03;  0.000000E+00; -0.449755E+03
  0.549393E+04;  0.115699E+04;  0.455341E-01;  0.273516E+00; -0.450141E+03;  0.000000E+00; -0.449867E+03
  0.559880E+04;  0.116267E+04;  0.461964E-01;  0.273178E+00; -0.450138E+03;  0.000000E+00; -0.449865E+03
  0.559524E+04;  0.117598E+04;  0.482007E-01;  0.272127E+00; -0.449909E+03;  0.000000E+00; -0.449637E+03
  0.564129E+04;  0.117516E+04;  0.435657E-01;  0.274490E+00; -0.450063E+03;  0.000000E+00; -0.449789E+03
  0.569921E+04;  0.116859E+04;  0.511996E-01;  0.270471E+00; -0.450493E+03;  0.000000E+00; -0.450222E+03
  0.570235E+04;  0.113032E+04;  0.625456E-01;  0.263301E+00; -0.451388E+03;  0.000000E+00; -0.451125E+03
  0.558186E+04;  0.114946E+04;  0.498028E-01;  0.271255E+00; -0.450356E+03;  0.000000E+00; -0.450085E+03
  0.572169E+04;  0.116562E+04;  0.516391E-01;  0.270220E+00; -0.450707E+03;  0.000000E+00; -0.450437E+03
  0.575631E+04;  0.114565E+04;  0.562076E-01;  0.267483E+00; -0.451441E+03;  0.000000E+00; -0.451174E+03
  0.565060E+04;  0.112641E+04;  0.577812E-01;  0.266486E+00; -0.451150E+03;  0.000000E+00; -0.450884E+03
  0.570887E+04;  0.115176E+04;  0.543863E-01;  0.268602E+00; -0.450911E+03;  0.000000E+00; -0.450643E+03
  0.560302E+04;  0.116216E+04;  0.490957E-01;  0.271643E+00; -0.450170E+03;  0.000000E+00; -0.449898E+03
  0.563926E+04;  0.116092E+04;  0.435459E-01;  0.274500E+00; -0.450313E+03;  0.000000E+00; -0.450039E+03
  0.558886E+04;  0.116149E+04;  0.528887E-01;  0.269494E+00; -0.450165E+03;  0.000000E+00; -0.449895E+03
  0.569667E+04;  0.115485E+04;  0.525435E-01;  0.269696E+00; -0.450760E+03;  0.000000E+00; -0.450490E+03
  0.575634E+04;  0.116153E+04;  0.489694E-01;  0.271712E+00; -0.451089E+03;  0.000000E+00; -0.450817E+03
  0.588148E+04;  0.115849E+04;  0.454480E-01;  0.273559E+00; -0.452708E+03;  0.000000E+00; -0.452434E+03
  0.589104E+04;  0.114253E+04;  0.553801E-01;  0.267996E+00; -0.453208E+03;  0.000000E+00; -0.452940E+03
  0.588872E+04;  0.116213E+04;  0.497733E-01;  0.271271E+00; -0.452659E+03;  0.000000E+00; -0.452388E+03
  0.591214E+04;  0.116815E+04;  0.438501E-01;  0.274352E+00; -0.452936E+03;  0.000000E+00; -0.452662E+03
  0.594602E+04;  0.115198E+04;  0.383239E-01;  0.276875E+00; -0.454138E+03;  0.000000E+00; -0.453861E+03
  0.592395E+04;  0.117551E+04;  0.313654E-01;  0.279569E+00; -0.453136E+03;  0.000000E+00; -0.452857E+03
  0.584769E+04;  0.116853E+04;  0.296893E-01;  0.280137E+00; -0.452154E+03;  0.000000E+00; -0.451874E+03
  0.568015E+04;  0.117195E+04;  0.340250E-01;  0.278603E+00; -0.450341E+03;  0.000000E+00; -0.450062E+03
  0.553803E+04;  0.117050E+04;  0.348701E-01;  0.278279E+00; -0.449862E+03;  0.000000E+00; -0.449583E+03
  0.552785E+04;  0.118445E+04;  0.234413E-01;  0.281982E+00; -0.449628E+03;  0.000000E+00; -0.449346E+03
  0.540877E+04;  0.116522E+04;  0.278992E-01;  0.280710E+00; -0.450074E+03;  0.000000E+00; -0.449793E+03
  0.541652E+04;  0.118155E+04;  0.212644E-01;  0.282522E+00; -0.449800E+03;  0.000000E+00; -0.449517E+03
  0.527111E+04;  0.117285E+04;  0.223517E-01;  0.282259E+00; -0.450705E+03;  0.000000E+00; -0.450423E+03
  0.521149E+04;  0.116766E+04;  0.173290E-01;  0.283366E+00; -0.451225E+03;  0.000000E+00; -0.450941E+03
  0.532044E+04;  0.113356E+04;  0.236436E-01;  0.281929E+00; -0.450919E+03;  0.000000E+00; -0.450637E+03
  0.537736E+04;  0.114424E+04;  0.275386E-01;  0.280821E+00; -0.450498E+03;  0.000000E+00; -0.450218E+03
  0.534219E+04;  0.115539E+04;  0.272714E-01;  0.280902E+00; -0.450504E+03;  0.000000E+00; -0.450224E+03
  0.532841E+04;  0.115725E+04;  0.390249E-01;  0.276573E+00; -0.450693E+03;  0.000000E+00; -0.450416E+03
  0.532841E+04;  0.115311E+04;  0.323689E-01;  0.279213E+00; -0.450672E+03;  0.000000E+00; -0.450393E+03
  0.535799E+04;  0.112679E+04;  0.260049E-01;  0.281277E+00; -0.450855E+03;  0.000000E+00; -0.450574E+03
  0.532353E+04;  0.113029E+04;  0.271290E-01;  0.280945E+00; -0.450994E+03;  0.000000E+00; -0.450713E+03
  0.532307E+04;  0.114874E+04;  0.259669E-01;  0.281288E+00; -0.450698E+03;  0.000000E+00; -0.450416E+03
  0.545856E+04;  0.113278E+04;  0.239970E-01;  0.281835E+00; -0.450445E+03;  0.000000E+00; -0.450164E+03
  0.553086E+04;  0.112094E+04;  0.199589E-01;  0.282821E+00; -0.450705E+03;  0.000000E+00; -0.450422E+03
  0.538244E+04;  0.110595E+04;  0.130041E-01;  0.284095E+00; -0.451021E+03;  0.000000E+00; -0.450737E+03
  0.541846E+04;  0.109649E+04;  0.211853E-01;  0.282541E+00; -0.451191E+03;  0.000000E+00; -0.450909E+03
  0.535864E+04;  0.109072E+04;  0.968940E-02;  0.284513E+00; -0.451374E+03;  0.000000E+00; -0.451089E+03
  0.505067E+04;  0.109518E+04;  0.371503E-02;  0.284958E+00; -0.453965E+03;  0.000000E+00; -0.453680E+03
  0.502359E+04;  0.110509E+04;  0.101940E-01;  0.284457E+00; -0.454303E+03;  0.000000E+00; -0.454018E+03
  0.504654E+04;  0.113758E+04;  0.839083E-02;  0.284643E+00; -0.453418E+03;  0.000000E+00; -0.453133E+03
  0.512325E+04;  0.117779E+04;  0.216671E-02;  0.285008E+00; -0.451877E+03;  0.000000E+00; -0.451592E+03
  0.523524E+04;  0.119282E+04;  0.100463E-01;  0.284474E+00; -0.450679E+03;  0.000000E+00; -0.450395E+03
  0.520096E+04;  0.120272E+04;  0.812824E-02;  0.284667E+00; -0.450884E+03;  0.000000E+00; -0.450600E+03
  0.529335E+04;  0.122294E+04;  0.101132E-01;  0.284466E+00; -0.449982E+03;  0.000000E+00; -0.449698E+03
