"Pr" "Mp" "Q_2" "Q_9"
1.01 3444.906 2516.582 3902.505
1.011 3476.041 2561.904 3927.968
1.012 3505.02 2604.158 3952.008
1.013 3532.166 2643.415 3974.742
1.014 3557.731 2680.269 3995.922
1.015 3581.916 2714.973 4016.284
1.016 3604.887 2747.942 4035.587
1.017 3626.781 2779.253 4054.217
1.018 3647.711 2808.976 4072.073
1.019 3667.774 2837.509 4089.101
1.02 3687.051 2865.043 4105.498
1.021 3705.614 2891.488 4121.354
1.022 3723.524 2916.649 4136.809
1.024 3740.834 2940.777 4151.771
1.025 3757.592 2964.204 4166.514
1.026 3773.838 2986.701 4180.829
1.027 3789.611 3008.657 4194.431
1.028 3804.943 3029.91 4207.745
1.029 3819.863 3050.521 4220.592
1.03 3834.398 3070.429 4233.333
1.031 3848.572 3089.642 4245.854
1.032 3862.407 3108.906 4257.925
1.033 3875.922 3127.522 4269.729
1.034 3889.136 3145.642 4281.463
1.035 3902.066 3163.456 4292.776
1.036 3914.725 3180.59 4303.974
1.037 3927.129 3197.389 4314.987
1.038 3939.29 3213.58 4325.811
1.04 3951.221 3229.531 4336.456
1.041 3962.931 3245.266 4346.972
1.042 3974.432 3260.877 4357.307
1.043 3985.733 3275.998 4367.466
1.044 3996.842 3291.034 4377.471
1.045 4007.769 3305.758 4387.349
1.046 4018.52 3320.094 4397.083
1.047 4029.103 3334.024 4406.73
1.048 4039.525 3347.864 4416.275
1.049 4049.792 3361.362 4425.476
1.05 4059.91 3374.957 4434.63
1.052 4069.886 3388.149 4443.735
1.053 4079.723 3401.193 4452.588
1.054 4089.427 3414.119 4461.416
1.055 4099.003 3426.558 4470.141
1.056 4108.456 3439.076 4478.8
1.057 4117.789 3451.36 4487.308
1.058 4127.007 3463.422 4495.812
1.059 4136.113 3475.225 4504.182
1.06 4145.112 3487.052 4512.44
1.062 4154.006 3498.503 4520.668
1.063 4162.799 3510.023 4528.716
1.064 4171.493 3521.425 4536.775
1.065 4180.093 3532.851 4544.632
1.066 4188.601 3543.952 4552.372
1.067 4197.02 3554.601 4560.141
1.068 4205.351 3565.437 4567.816
1.07 4213.598 3576.017 4575.334
1.071 4221.764 3586.344 4582.876
1.072 4229.849 3596.737 4590.535
1.073 4237.857 3607.081 4597.966
1.074 4245.79 3617.19 4605.349
1.075 4253.649 3627.247 4612.701
1.076 4261.437 3637.102 4619.984
1.078 4269.155 3647.053 4627.168
1.079 4276.806 3656.826 4634.421
1.08 4284.39 3666.479 4641.638
1.081 4291.91 3676.01 4648.668
1.082 4299.367 3685.416 4655.806
1.083 4306.763 3694.884 4662.829
1.085 4314.098 3704.153 4669.669
1.086 4321.376 3713.296 4676.523
1.087 4328.596 3722.555 4683.144
1.088 4335.76 3731.241 4689.94
1.089 4342.87 3740.218 4696.693
1.091 4349.927 3749.005 4703.491
1.092 4356.931 3757.816 4710.04
1.093 4363.885 3766.519 4716.597
1.094 4370.789 3775.09 4723.096
1.095 4377.644 3783.588 4729.624
1.096 4384.452 3792.229 4736.075
1.098 4391.212 3800.612 4742.538
