"Pr" "Mp" "Q_2" "Q_9"
1.01 3375.69 2429.951 3883.384
1.011 3407.788 2475.906 3908.636
1.012 3437.646 2518.16 3932.455
1.013 3465.599 2557.688 3954.905
1.014 3491.908 2594.908 3975.999
1.015 3516.786 2629.844 3995.739
1.016 3540.404 2663.3 4014.645
1.017 3562.903 2694.959 4032.818
1.018 3584.402 2725.337 4050.37
1.019 3605.002 2753.711 4067.751
1.02 3624.787 2781.665 4084.299
1.021 3643.832 2807.655 4100.178
1.022 3662.199 2833.256 4115.543
1.024 3679.946 2857.642 4130.238
1.025 3697.12 2881.175 4144.673
1.026 3713.764 2903.64 4158.613
1.027 3729.918 2926.316 4172.237
1.028 3745.614 2947.736 4185.424
1.029 3760.885 2968.63 4198.56
1.03 3775.757 2988.995 4211.168
1.031 3790.255 3008.473 4223.548
1.032 3804.402 3027.697 4235.866
1.033 3818.219 3046.464 4247.677
1.034 3831.724 3064.698 4259.402
1.035 3844.934 3082.092 4270.856
1.036 3857.865 3099.367 4281.862
1.037 3870.532 3116.361 4292.76
1.038 3882.948 3133.518 4303.583
1.04 3895.125 3149.79 4314.306
1.041 3907.074 3165.667 4324.514
1.042 3918.807 3181.875 4334.745
1.043 3930.333 3197.319 4344.757
1.044 3941.662 3212.55 4354.728
1.045 3952.801 3227.582 4364.627
1.046 3963.759 3242.317 4374.388
1.047 3974.543 3256.842 4383.933
1.048 3985.161 3271.142 4393.52
1.049 3995.618 3284.994 4403.018
1.05 4005.922 3298.427 4412.073
1.052 4016.078 3311.765 4421.065
1.053 4026.092 3324.824 4430.117
1.054 4035.968 3337.609 4438.908
1.055 4045.712 3350.49 4447.695
1.056 4055.328 3363.245 4456.341
1.057 4064.821 3375.554 4464.783
1.058 4074.195 3388.083 4473.208
1.059 4083.453 3400.17 4481.523
1.06 4092.6 3412.174 4489.767
1.062 4101.64 3423.672 4497.86
1.063 4110.575 3435.559 4505.936
1.064 4119.408 3447.065 4513.882
1.065 4128.144 3458.687 4521.947
1.066 4136.785 3469.983 4529.755
1.067 4145.333 3481.021 4537.628
1.068 4153.791 3491.986 4545.368
1.07 4162.163 3503.15 4552.901
1.071 4170.45 3513.825 4560.048
1.072 4178.654 3524.587 4567.688
1.073 4186.779 3535.469 4575.129
1.074 4194.825 3545.965 4582.498
1.075 4202.796 3556.269 4589.799
1.076 4210.694 3566.657 4597.01
1.078 4218.519 3576.62 4604.234
1.079 4226.274 3586.723 4611.442
1.08 4233.961 3596.646 4618.548
1.081 4241.582 3606.516 4625.506
1.082 4249.137 3616.303 4632.434
1.083 4256.63 3625.984 4639.376
1.085 4264.06 3635.491 4646.313
1.086 4271.43 3645.219 4652.999
1.087 4278.742 3654.561 4659.899
1.088 4285.995 3664.167 4666.548
1.089 4293.193 3673.654 4673.184
1.091 4300.335 3682.849 4679.92
1.092 4307.424 3691.783 4686.453
1.093 4314.46 3700.696 4693.027
1.094 4321.445 3709.485 4699.542
1.095 4328.379 3718.329 4706.071
1.096 4335.264 3727.034 4712.368
1.098 4342.101 3735.57 4718.637
1.099 4348.891 3744.118 4724.976
1.1 4355.635 3752.769 4731.133
1.101 4362.333 3761.301 4737.402
1.103 4368.987 3769.922 4743.692
1.104 4375.598 3778.323 4749.871
1.105 4382.166 3786.623 4756.02
1.106 4388.692 3794.951 4762.085
1.107 4395.177 3803.151 4768.103
1.109 4401.623 3811.26 4774.092
1.11 4408.029 3819.242 4780.067
1.111 4414.396 3827.087 4786.159
1.112 4420.725 3834.952 4792.036
