"Pr" "Mp" "Q_2" "Q_9"
1.01 3414.798 2432.067 3906.319
1.011 3446.722 2479.287 3931.333
1.012 3476.427 2522.949 3954.854
1.013 3504.243 2563.76 3977.045
1.014 3530.431 2601.904 3998.112
1.015 3555.199 2639.021 4018.233
1.016 3578.718 2673.223 4037.248
1.017 3601.128 2705.641 4055.476
1.018 3622.546 2736.626 4072.966
1.019 3643.072 2766.404 4089.871
1.02 3662.79 2794.781 4106.273
1.021 3681.774 2821.935 4122.145
1.022 3700.086 2848.121 4137.507
1.024 3717.781 2873.267 4152.421
1.025 3734.908 2897.443 4166.862
1.026 3751.51 2921.368 4180.969
1.027 3767.625 2944.362 4194.65
1.028 3783.286 2966.622 4208.011
1.029 3798.524 2987.782 4221.077
1.03 3813.366 3008.704 4233.839
1.031 3827.838 3028.777 4246.332
1.032 3841.961 3048.536 4258.614
1.033 3855.755 3067.836 4270.374
1.034 3869.241 3086.6 4282.164
1.035 3882.433 3104.833 4293.718
1.036 3895.349 3122.965 4305.125
1.037 3908.002 3140.383 4316.491
1.038 3920.405 3157.594 4327.389
1.04 3932.572 3174.522 4338.153
1.041 3944.512 3191.273 4348.791
1.042 3956.238 3207.333 4359.24
1.043 3967.757 3223.368 4369.465
1.044 3979.081 3239.219 4379.755
1.045 3990.216 3254.415 4389.687
1.046 4001.172 3269.344 4399.576
1.047 4011.955 3284.432 4409.401
1.048 4022.572 3298.828 4418.993
1.049 4033.031 3312.82 4428.44
1.05 4043.337 3326.664 4437.929
1.052 4053.495 3340.368 4447.228
1.053 4063.513 3353.908 4456.416
1.054 4073.393 3367.533 4465.406
1.055 4083.142 3380.735 4474.177
1.056 4092.765 3393.65 4483.091
1.057 4102.265 3406.428 4491.822
1.058 4111.646 3418.89 4500.55
1.059 4120.913 3431.437 4509.076
1.06 4130.069 3443.641 4517.563
1.062 4139.118 3455.832 4526.016
1.063 4148.064 3467.674 4534.327
1.064 4156.908 3479.528 4542.627
1.065 4165.656 3491.373 4550.845
1.066 4174.308 3502.754 4558.898
1.067 4182.869 3514.111 4566.788
1.068 4191.341 3525.042 4574.757
1.07 4199.726 3536.111 4582.576
1.071 4208.027 3547.036 4590.307
1.072 4216.247 3557.781 4598.123
1.073 4224.387 3568.512 4605.798
1.074 4232.449 3579.049 4613.436
1.075 4240.436 3589.384 4621.112
1.076 4248.35 3599.739 4628.636
1.078 4256.193 3610.161 4636.083
1.079 4263.966 3620.36 4643.421
1.08 4271.671 3630.256 4650.839
1.081 4279.309 3640.144 4658.3
1.082 4286.884 3650.029 4665.586
1.083 4294.395 3659.767 4672.838
1.085 4301.845 3669.541 4679.972
1.086 4309.235 3679.15 4687.157
1.087 4316.566 3688.604 4694.139
1.088 4323.841 3698.003 4701.357
1.089 4331.059 3707.274 4708.286
1.091 4338.222 3716.586 4715.121
1.092 4345.333 3725.685 4721.987
1.093 4352.39 3734.578 4728.721
1.094 4359.397 3743.785 4735.634
1.095 4366.354 3752.55 4742.391
1.096 4373.262 3761.477 4748.982
1.098 4380.122 3770.169 4755.726
1.099 4386.935 3778.597 4762.389
1.1 4393.702 3787.316 4769.03
1.101 4400.424 3795.873 4775.526
1.103 4407.103 3804.44 4782.057
1.104 4413.738 3812.922 4788.579
1.105 4420.33 3821.343 4795.087
1.106 4426.881 3829.716 4801.592
1.107 4433.392 3838.021 4807.932
1.109 4439.863 3846.222 4814.316
1.11 4446.294 3854.298 4820.663
1.111 4452.687 3862.238 4827.007
1.112 4459.043 3870.258 4833.305
1.114 4465.361 3878.249 4839.47
1.115 4471.643 3886.219 4845.679
1.116 4477.89 3894.092 4851.832
1.117 4484.102 3901.874 4857.977
1.119 4490.279 3909.815 4864.176
1.12 4496.423 3917.435 4870.355
1.121 4502.533 3925.129 4876.383
1.122 4508.611 3932.813 4882.417
1.124 4514.657 3940.456 4888.352
1.125 4520.672 3947.83 4894.432
1.126 4526.656 3955.238 4900.363
1.127 4532.609 3962.585 4906.282
1.129 4538.533 3969.832 4912.341
1.13 4544.427 3977.072 4918.315
1.131 4550.292 3984.231 4924.204
1.133 4556.129 3991.387 4930.132
1.134 4561.938 3998.617 4935.984
1.135 4567.72 4005.75 4941.827
1.136 4573.475 4012.751 4947.718
1.138 4579.203 4019.589 4953.606
1.139 4584.905 4026.622 4959.422
1.14 4590.581 4033.367 4965.117
1.142 4596.232 4040.133 4970.743
1.143 4601.858 4047.057 4976.431
1.144 4607.459 4053.985 4982.103
1.145 4613.036 4060.667 4987.718
1.147 4618.589 4067.336 4993.265
1.148 4624.119 4074.031 4998.906
1.149 4629.626 4080.666 5004.42
1.151 4635.11 4087.382 5009.952
1.152 4640.572 4093.922 5015.574
1.153 4646.012 4100.665 5021.134
1.155 4651.429 4107.104 5026.628
1.156 4656.826 4113.61 5032.185
1.157 4662.201 4120.201 5037.62
1.159 4667.556 4126.607 5043.049
1.16 4672.89 4133.03 5048.402
1.161 4678.203 4139.46 5053.763
1.163 4683.497 4145.788 5059.133
1.164 4688.771 4151.984 5064.679
1.166 4694.026 4158.236 5070.155
1.167 4699.262 4164.308 5075.57
1.168 4704.479 4170.545 5080.989
1.17 4709.677 4176.72 5086.359
1.171 4714.857 4182.795 5091.716
1.172 4720.019 4189.027 5097.005
1.174 4725.163 4195.199 5102.296
1.175 4730.289 4201.268 5107.667
1.176 4735.398 4207.267 5112.973
1.178 4740.49 4213.123 5118.372
1.179 4745.566 4219.232 5123.593
1.181 4750.624 4225.271 5128.768
1.182 4755.666 4230.97 5133.923
1.183 4760.692 4236.81 5139.068
1.185 4765.702 4242.673 5144.313
1.186 4770.696 4248.576 5149.545
1.188 4775.674 4254.447 5154.727
1.189 4780.637 4260.244 5159.882
1.19 4785.585 4266.041 5165.089
1.192 4790.518 4271.619 5170.286
1.193 4795.436 4277.548 5175.391
1.195 4800.339 4283.359 5180.458
1.196 4805.228 4289.113 5185.494
1.198 4810.103 4294.787 5190.45
1.199 4814.964 4300.256 5195.513
1.2 4819.811 4305.928 5200.526
1.202 4824.644 4311.485 5205.565
1.203 4829.463 4317.135 5210.549
1.205 4834.269 4322.756 5215.586
1.206 4839.062 4328.369 5220.588
1.208 4843.842 4333.8 5225.641
1.209 4848.609 4339.282 5230.73
1.211 4853.363 4344.777 5235.764
1.212 4858.105 4350.264 5240.734
1.214 4862.834 4355.812 5245.783
1.215 4867.551 4361.28 5250.798
1.217 4872.256 4366.791 5255.803
1.218 4876.949 4372.285 5260.692
1.22 4881.63 4377.616 5265.67
1.221 4886.299 4383.05 5270.57
1.222 4890.957 4388.333 5275.455
1.224 4895.603 4393.709 5280.337
1.225 4900.238 4398.924 5285.272
1.227 4904.862 4404.279 5290.097
1.229 4909.475 4409.568 5294.963
1.23 4914.077 4414.762 5299.783
1.232 4918.668 4419.921 5304.647
1.233 4923.249 4425.239 5309.515
1.235 4927.819 4430.419 5314.263
1.236 4932.378 4435.625 5319.155
1.238 4936.928 4440.729 5324.01
1.239 4941.467 4445.936 5328.95
1.241 4945.996 4451.008 5333.819
1.242 4950.515 4455.985 5338.556
1.244 4955.025 4461.031 5343.403
1.245 4959.525 4466.207 5348.245
1.247 4964.015 4471.136 5353.067
1.248 4968.496 4476.203 5357.939
1.25 4972.967 4481.188 5362.673
1.252 4977.429 4486.348 5367.402
1.253 4981.882 4491.384 5372.099
1.255 4986.326 4496.28 5376.928
1.256 4990.761 4501.265 5381.609
1.258 4995.187 4506.361 5386.331
1.259 4999.605 4511.377 5391.193
1.261 5004.013 4516.451 5395.956
1.263 5008.414 4521.278 5400.624
1.264 5012.805 4526.04 5405.329
1.266 5017.189 4531.133 5409.996
1.267 5021.564 4536.131 5414.696
1.269 5025.931 4541.035 5419.348
1.271 5030.29 4545.954 5424.106
1.272 5034.641 4550.66 5428.805
1.274 5038.984 4555.537 5433.454
1.276 5043.319 4560.302 5438.195
1.277 5047.646 4565.14 5442.921
1.279 5051.966 4569.843 5447.516
1.28 5056.279 4574.63 5452.238
1.282 5060.584 4579.383 5456.881
1.284 5064.881 4584.19 5461.615
1.285 5069.171 4588.96 5466.265
1.287 5073.454 4593.62 5470.855
1.289 5077.73 4598.317 5475.493
1.29 5081.999 4603.042 5480.062
1.292 5086.26 4607.505 5484.608
1.294 5090.515 4612.288 5489.278
1.295 5094.763 4616.881 5493.833
1.297 5099.005 4621.489 5498.409
1.299 5103.239 4626.241 5503.045
1.3 5107.467 4630.917 5507.654
1.302 5111.689 4635.364 5512.284
1.304 5115.904 4639.98 5516.826
1.305 5120.113 4644.599 5521.414
1.307 5124.315 4649.116 5525.996
1.309 5128.511 4653.708 5530.528
1.311 5132.701 4658.358 5535.141
1.312 5136.885 4663.043 5539.667
1.314 5141.063 4667.523 5544.297
1.316 5145.235 4672.013 5548.933
1.318 5149.401 4676.62 5553.44
1.319 5153.561 4681.247 5557.967
1.321 5157.715 4685.656 5562.407
1.323 5161.864 4690.128 5566.976
1.325 5166.007 4694.633 5571.472
1.326 5170.144 4699.04 5575.928
1.328 5174.276 4703.612 5580.482
1.33 5178.403 4708.18 5585.025
1.332 5182.524 4712.613 5589.502
1.333 5186.639 4716.924 5594.022
1.335 5190.75 4721.38 5598.561
1.337 5194.855 4725.864 5603.07
1.339 5198.955 4730.358 5607.591
1.34 5203.05 4734.756 5611.997
1.342 5207.14 4739.221 5616.473
1.344 5211.225 4743.644 5620.966
1.346 5215.306 4748.032 5625.54
1.348 5219.381 4752.442 5630.047
1.35 5223.451 4756.84 5634.498
1.351 5227.517 4761.281 5639.042
1.353 5231.578 4765.578 5643.469
1.355 5235.634 4769.971 5647.946
1.357 5239.686 4774.212 5652.472
1.359 5243.734 4778.583 5656.907
1.361 5247.776 4782.933 5661.449
1.362 5251.815 4787.258 5665.824
1.364 5255.849 4791.616 5670.235
1.366 5259.878 4795.994 5674.705
1.368 5263.904 4800.289 5679.135
