"Pr" "Mp" "Q_2" "Q_9"
1.01 2957.608 2563.358 3246.014
1.011 2983.356 2593.811 3269.201
1.012 3007.341 2622.304 3290.688
1.013 3029.823 2648.81 3310.76
1.014 3051.01 2673.721 3329.691
1.015 3071.067 2697.03 3347.608
1.016 3090.129 2719.356 3364.829
1.017 3108.307 2740.545 3381.162
1.018 3125.694 2760.787 3396.828
1.019 3142.37 2780.363 3411.825
1.02 3158.401 2798.913 3426.16
1.021 3173.845 2816.88 3439.907
1.022 3188.753 2834.172 3453.334
1.024 3203.168 2851.041 3466.454
1.025 3217.13 2867.344 3479.073
1.026 3230.671 2882.997 3491.329
1.027 3243.823 2898.088 3503.227
1.028 3256.612 2912.944 3514.776
1.029 3269.062 2927.549 3526.014
1.03 3281.196 2941.57 3536.941
1.031 3293.033 2955.226 3547.672
1.032 3304.591 2968.604 3558.265
1.033 3315.886 2981.681 3568.506
1.034 3326.933 2994.538 3578.571
1.035 3337.746 3006.994 3588.427
1.036 3348.336 3019.137 3598.096
1.037 3358.716 3030.986 3607.54
1.038 3368.896 3042.787 3616.814
1.04 3378.886 3054.349 3626.049
1.041 3388.695 3065.684 3635.055
1.042 3398.331 3076.559 3643.941
1.043 3407.803 3087.409 3652.598
1.044 3417.116 3097.922 3661.145
1.045 3426.279 3108.392 3669.61
1.046 3435.298 3118.669 3677.934
1.047 3444.178 3128.752 3686.006
1.048 3452.925 3138.837 3694.054
1.049 3461.544 3148.686 3702.011
1.05 3470.041 3158.466 3709.84
1.052 3478.42 3168.094 3717.535
1.053 3486.684 3177.512 3725.148
1.054 3494.84 3186.835 3732.657
1.055 3502.89 3196.057 3740.106
1.056 3510.837 3205.002 3747.44
1.057 3518.687 3213.858 3754.681
1.058 3526.441 3222.705 3761.901
1.059 3534.103 3231.385 3768.931
1.06 3541.676 3240.038 3775.967
1.062 3549.163 3248.611 3782.782
1.063 3556.567 3256.99 3789.594
1.064 3563.89 3265.293 3796.342
1.065 3571.134 3273.546 3803.009
1.066 3578.303 3281.683 3809.667
1.067 3585.398 3289.676 3816.26
1.068 3592.421 3297.64 3822.725
1.07 3599.374 3305.533 3829.118
1.071 3606.26 3313.324 3835.565
1.072 3613.08 3321.026 3841.925
1.073 3619.836 3328.626 3848.209
1.074 3626.53 3336.336 3854.423
1.075 3633.163 3343.835 3860.531
1.076 3639.738 3351.17 3866.583
1.078 3646.255 3358.542 3872.604
1.079 3652.716 3365.72 3878.565
1.08 3659.122 3373.003 3884.506
1.081 3665.475 3380.284 3890.422
1.082 3671.776 3387.357 3896.271
1.083 3678.027 3394.434 3902.036
1.085 3684.228 3401.534 3907.82
1.086 3690.381 3408.503 3913.533
1.087 3696.487 3415.432 3919.22
1.088 3702.547 3422.276 3924.798
1.089 3708.562 3428.987 3930.394
1.091 3714.533 3435.754 3935.953
1.092 3720.461 3442.519 3941.402
1.093 3726.347 3449.13 3946.818
1.094 3732.192 3455.667 3952.353
1.095 3737.997 3462.154 3957.75
1.096 3743.762 3468.617 3963.098
1.098 3749.489 3475.064 3968.389
1.099 3755.178 3481.378 3973.735
1.1 3760.83 3487.764 3979.032
1.101 3766.446 3494.128 3984.304
1.103 3772.027 3500.412 3989.512
1.104 3777.573 3506.667 3994.722
1.105 3783.085 3512.881 3999.867
1.106 3788.563 3519.036 4004.953
1.107 3794.009 3525.124 4010.014
1.109 3799.423 3531.132 4015.119
1.11 3804.806 3537.116 4020.123
1.111 3810.157 3543.037 4025.108
1.112 3815.478 3548.979 4030.175
1.114 3820.77 3554.846 4035.074
1.115 3826.033 3560.746 4040.046
1.116 3831.266 3566.61 4044.944
1.117 3836.472 3572.422 4049.805
1.119 3841.65 3578.206 4054.677
1.12 3846.802 3583.949 4059.582
1.121 3851.926 3589.659 4064.391
1.122 3857.025 3595.318 4069.145
1.124 3862.097 3600.953 4073.87
1.125 3867.145 3606.539 4078.619
1.126 3872.168 3612.1 4083.273
1.127 3877.166 3617.721 4087.993
1.129 3882.14 3623.297 4092.683
1.13 3887.091 3628.82 4097.304
1.131 3892.019 3634.295 4101.95
1.133 3896.924 3639.707 4106.544
1.134 3901.807 3645.12 4111.222
1.135 3906.667 3650.561 4115.907
1.136 3911.506 3655.995 4120.491
1.138 3916.324 3661.329 4124.999
1.139 3921.12 3666.628 4129.511
1.14 3925.896 3671.953 4134.039
1.142 3930.652 3677.213 4138.497
1.143 3935.388 3682.526 4142.896
1.144 3940.104 3687.766 4147.335
