"Pr" "Mp" "Q_2" "Q_9"
1.01 3031.25 2634.482 3343.929
1.011 3060.322 2668.231 3370.007
1.012 3087.385 2699.435 3394.31
1.013 3112.737 2728.942 3417.041
1.014 3136.614 2756.457 3438.517
1.015 3159.205 2782.589 3459.108
1.016 3180.662 2807.539 3478.393
1.017 3201.115 2831.185 3496.997
1.018 3220.668 2853.703 3514.738
1.019 3239.412 2875.284 3531.695
1.02 3257.423 2895.914 3547.962
1.021 3274.768 2915.767 3563.626
1.022 3291.504 2934.834 3578.843
1.024 3307.679 2953.484 3593.477
1.025 3323.34 2971.527 3607.717
1.026 3338.523 2988.81 3621.634
1.027 3353.264 3005.822 3635.023
1.028 3367.594 3022.009 3648.072
1.029 3381.539 3037.865 3660.964
1.03 3395.125 3053.542 3673.357
1.031 3408.374 3068.711 3685.499
1.032 3421.307 3083.525 3697.284
1.033 3433.941 3097.907 3708.848
1.034 3446.295 3111.831 3720.246
1.035 3458.382 3125.542 3731.259
1.036 3470.218 3138.862 3742.126
1.037 3481.815 3152.144 3752.706
1.038 3493.185 3164.943 3763.179
1.04 3504.34 3177.638 3773.415
1.041 3515.29 3190.031 3783.526
1.042 3526.044 3202.145 3793.462
1.043 3536.612 3214.198 3803.213
1.044 3547.001 3226.004 3812.85
1.045 3557.219 3237.559 3822.322
1.046 3567.273 3248.915 3831.646
1.047 3577.171 3259.97 3840.802
1.048 3586.918 3270.919 3849.761
1.049 3596.52 3281.791 3858.622
1.05 3605.984 3292.291 3867.304
1.052 3615.314 3302.747 3875.929
1.053 3624.515 3313.101 3884.446
1.054 3633.592 3323.347 3892.79
1.055 3642.549 3333.433 3901.074
1.056 3651.392 3343.324 3909.277
1.057 3660.122 3353.051 3917.374
1.058 3668.745 3362.815 3925.357
1.059 3677.264 3372.363 3933.337
1.06 3685.683 3381.891 3941.18
1.062 3694.003 3391.125 3948.979
1.063 3702.23 3400.245 3956.628
1.064 3710.365 3409.419 3964.173
1.065 3718.411 3418.312 3971.715
1.066 3726.371 3427.226 3979.171
1.067 3734.248 3436.016 3986.459
1.068 3742.043 3444.72 3993.611
1.07 3749.76 3453.428 4000.885
1.071 3757.401 3462.096 4007.918
1.072 3764.967 3470.583 4014.904
1.073 3772.46 3479.001 4021.917
1.074 3779.883 3487.31 4028.825
1.075 3787.238 3495.517 4035.737
1.076 3794.526 3503.633 4042.549
1.078 3801.749 3511.696 4049.319
1.079 3808.909 3519.623 4056.099
1.08 3816.007 3527.422 4062.777
1.081 3823.045 3535.086 4069.316
1.082 3830.024 3542.973 4075.8
1.083 3836.946 3550.721 4082.294
1.085 3843.812 3558.382 4088.609
1.086 3850.623 3565.823 4095.007
1.087 3857.381 3573.294 4101.354
1.088 3864.087 3580.706 4107.605
1.089 3870.742 3588.124 4113.786
1.091 3877.348 3595.421 4119.951
1.092 3883.905 3602.669 4126.062
1.093 3890.414 3609.911 4132.179
1.094 3896.877 3616.957 4138.285
1.095 3903.294 3624.006 4144.358
1.096 3909.667 3630.979 4150.333
1.098 3915.996 3638.061 4156.235
1.099 3922.283 3645.007 4162.165
1.1 3928.527 3651.868 4168.023
1.101 3934.731 3658.682 4173.882
1.103 3940.895 3665.448 4179.727
1.104 3947.02 3672.265 4185.47
1.105 3953.106 3679.016 4191.168
1.106 3959.154 3685.766 4196.878
1.107 3965.165 3692.323 4202.528
1.109 3971.14 3698.938 4208.094
1.11 3977.079 3705.537 4213.685
1.111 3982.984 3712.069 4219.216
1.112 3988.854 3718.556 4224.734
1.114 3994.691 3724.978 4230.185
