"Pr" "Mp" "Q_2" "Q_9"
1.01 3382.881 2407.997 3896.281
1.011 3415.112 2456.415 3922.001
1.012 3445.108 2501.011 3946
1.013 3473.201 2542.315 3968.979
1.014 3499.654 2581.442 3990.055
1.015 3524.677 2618.179 4010.227
1.016 3548.441 2653.391 4029.569
1.017 3571.087 2686.936 4048.261
1.018 3592.734 2718.454 4066.161
1.019 3613.482 2748.879 4083.37
1.02 3633.416 2777.294 4100.037
1.021 3652.609 2804.6 4116.226
1.022 3671.125 2830.8 4131.847
1.024 3689.019 2856.91 4146.994
1.025 3706.341 2881.575 4161.706
1.026 3723.133 2905.241 4175.958
1.027 3739.434 2928.559 4190.017
1.028 3755.277 2951.357 4203.481
1.029 3770.694 2973.213 4216.578
1.03 3785.712 2994.409 4229.691
1.031 3800.356 3014.919 4242.21
1.032 3814.648 3035.342 4254.497
1.033 3828.61 3054.921 4266.871
1.034 3842.259 3074.17 4278.645
1.035 3855.613 3093.122 4290.55
1.036 3868.688 3111.374 4302.147
1.037 3881.498 3129.315 4313.354
1.038 3894.056 3146.901 4324.409
1.04 3906.375 3163.702 4335.339
1.041 3918.466 3180.767 4346.091
1.042 3930.341 3197.66 4356.632
1.043 3942.007 3213.522 4367.005
1.044 3953.476 3229.715 4377.191
1.045 3964.755 3245.436 4387.326
1.046 3975.853 3260.17 4397.506
1.047 3986.776 3275.09 4407.352
1.048 3997.533 3290.252 4417.061
1.049 4008.129 3304.411 4426.902
1.05 4018.57 3318.645 4436.335
1.052 4028.864 3332.412 4445.764
1.053 4039.015 3346.401 4455.008
1.054 4049.028 3360.203 4464.108
1.055 4058.908 3373.209 4473.162
1.056 4068.661 3386.143 4482.123
1.057 4078.289 3399.071 4491.083
1.058 4087.799 3411.781 4499.754
1.059 4097.192 3424.275 4508.437
1.06 4106.474 3436.855 4516.981
1.062 4115.648 3449.161 4525.785
1.063 4124.718 3461.274 4534.088
1.064 4133.685 3473.168 4542.645
1.065 4142.555 3485.075 4551.085
1.066 4151.328 3496.855 4559.457
1.067 4160.01 3508.376 4567.696
1.068 4168.601 3519.776 4575.665
1.07 4177.105 3531.232 4583.502
1.071 4185.524 3542.515 4591.583
1.072 4193.861 3553.696 4599.353
1.073 4202.117 3564.587 4607.148
1.074 4210.295 3575.307 4614.794
1.075 4218.398 3586.128 4622.494
1.076 4226.426 3596.43 4630.081
1.078 4234.382 3606.975 4637.599
