"Pr" "Mp" "Q_2" "Q_9"
1.01 3418.09 2440.997 3887.39
1.011 3448.383 2485.476 3911.364
1.012 3476.574 2526.726 3933.449
1.013 3502.976 2564.919 3954.37
1.014 3527.836 2601.133 3974.23
1.015 3551.352 2635.25 3992.855
1.016 3573.684 2667.327 4011.005
1.017 3594.965 2698.254 4028.213
1.018 3615.307 2727.564 4044.791
1.019 3634.804 2755.576 4060.559
1.02 3653.536 2782.416 4075.706
1.021 3671.571 2808.077 4090.309
1.022 3688.969 2832.85 4104.472
1.024 3705.784 2856.729 4118.297
1.025 3722.06 2879.465 4131.768
1.026 3737.838 2901.364 4144.674
1.027 3753.154 2922.986 4157.372
1.028 3768.041 2943.785 4169.87
1.029 3782.527 2963.94 4181.891
1.03 3796.637 2983.941 4193.733
1.031 3810.396 3003.205 4205.212
1.032 3823.825 3022.237 4216.463
1.033 3836.942 3040.619 4227.45
1.034 3849.766 3058.499 4238.252
1.035 3862.313 3076.029 4248.903
1.036 3874.597 3093.213 4259.306
1.037 3886.632 3109.841 4269.438
1.038 3898.43 3126.156 4279.362
1.04 3910.004 3142.072 4289.116
1.041 3921.363 3157.65 4298.665
1.042 3932.519 3173.164 4308.185
1.043 3943.479 3188.465 4317.499
1.044 3954.254 3203.31 4326.738
1.045 3964.85 3217.935 4335.86
1.046 3975.275 3232.185 4344.808
1.047 3985.537 3246.542 4353.687
1.048 3995.642 3260.388 4362.393
1.049 4005.596 3273.973 4370.95
1.05 4015.405 3287.505 4379.457
1.052 4025.075 3300.644 4387.709
1.053 4034.611 3313.743 4395.977
1.054 4044.017 3326.64 4404.134
1.055 4053.298 3339.449 4412.196
1.056 4062.459 3351.959 4420.124
1.057 4071.504 3364.446 4428
1.058 4080.437 3376.464 4435.828
1.059 4089.261 3388.318 4443.502
1.06 4097.98 3400.229 4451.175
1.062 4106.597 3411.649 4458.737
1.063 4115.116 3422.979 4466.219
1.064 4123.54 3434.273 4473.525
1.065 4131.871 3445.412 4480.885
1.066 4140.112 3456.615 4488.016
1.067 4148.267 3467.434 4495.25
1.068 4156.337 3478.193 4502.443
1.07 4164.324 3488.945 4509.456
1.071 4172.232 3499.536 4516.487
1.072 4180.063 3509.862 4523.425
1.073 4187.818 3520.358 4530.246
1.074 4195.499 3530.502 4536.915
1.075 4203.11 3540.642 4543.644
1.076 4210.65 3550.572 4550.334
1.078 4218.123 3560.461 4556.873
1.079 4225.53 3570.408 4563.48
1.08 4232.872 3580.203 4570.041
1.081 4240.152 3589.771 4576.474
1.082 4247.371 3599.31 4582.903
1.083 4254.53 3608.879 4589.261
1.085 4261.63 3618.252 4595.509
1.086 4268.674 3627.558 4601.844
1.087 4275.662 3636.699 4608.073
1.088 4282.596 3645.872 4614.248
1.089 4289.476 3655.089 4620.425
1.091 4296.305 3664.166 4626.56
1.092 4303.084 3673.109 4632.663
1.093 4309.812 3681.761 4638.634
1.094 4316.492 3690.636 4644.65
1.095 4323.125 3699.335 4650.609
1.096 4329.712 3707.922 4656.533
1.098 4336.253 3716.544 4662.53
1.099 4342.749 3724.858 4668.34
1.1 4349.202 3733.149 4674.135
1.101 4355.612 3741.542 4679.92
1.103 4361.981 3749.835 4685.728
1.104 4368.308 3758.036 4691.382
1.105 4374.596 3766.249 4697.061
1.106 4380.844 3774.329 4702.694
1.107 4387.053 3782.275 4708.376
1.109 4393.225 3790.255 4713.959
1.11 4399.359 3798.4 4719.436
1.111 4405.457 3806.362 4725.03
1.112 4411.52 3814.157 4730.433
1.114 4417.547 3821.859 4735.868
1.115 4423.54 3829.744 4741.357
1.116 4429.499 3837.439 4746.738
1.117 4435.425 3845.167 4752.156
1.119 4441.319 3852.682 4757.547
1.12 4447.18 3860.152 4762.9
1.121 4453.01 3867.663 4768.258
1.122 4458.809 3874.971 4773.58
1.124 4464.578 3882.456 4778.86
1.125 4470.318 3889.764 4784.058
1.126 4476.027 3897.053 4789.271
1.127 4481.708 3904.21 4794.523
1.129 4487.361 3911.443 4799.691
